Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,isMobile,timespentonsite_7days,pageviews_7days,sessions_7days,Loan_Status
LP001857,Male,No,0,Graduate,No,91660,0,244000,360,1,Urban,1,39,11,3,N
LP001858,Male,Yes,2,Not Graduate,No,22810,0,113000,360,1,Rural,1,37,10,2,N
LP001859,Male,Yes,0,Graduate,No,79330,0,275000,360,1,Urban,0,41,3,5,N
LP001860,Male,Yes,1,Graduate,No,30890,12800,121000,360,0,Semiurban,1,36,11,6,N
LP001861,Female,Yes,0,Graduate,No,45830,0,112000,360,1,Rural,1,15,10,6,N
LP001862,Male,No,0,Graduate,No,22370,0,63000,480,0,Semiurban,0,33,14,5,N
LP001863,Male,Yes,3+,Not Graduate,No,35220,0,81000,180,1,Rural,0,45,16,2,N
LP001864,Male,Yes,0,Not Graduate,Yes,43440,7360,87000,360,1,Semiurban,1,27,3,5,N
LP001865,Male,Yes,3+,Graduate,No,55160,113000,495000,360,0,Semiurban,0,20,7,4,N
LP001866,Male,No,0,Not Graduate,No,23330,14510,102000,480,0,Urban,1,18,11,3,N
LP001867,Male,Yes,1,Graduate,No,64000,72500,180000,360,0,Urban,0,39,12,6,N
LP001868,Male,No,0,Graduate,No,19160,50630,67000,360,,Rural,0,12,15,4,N
LP001869,Male,Yes,1,Graduate,No,338460,0,260000,360,1,Semiurban,1,27,14,6,N
LP001870,Male,Yes,1,Graduate,Yes,21780,0,66000,300,0,Rural,1,41,7,6,N
LP001871,Male,No,0,Graduate,No,120000,0,164000,360,1,Semiurban,1,19,13,6,N
LP001872,Male,Yes,0,Not Graduate,No,60330,0,160000,360,1,Urban,1,21,5,2,N
LP001873,Male,Yes,1,Graduate,No,31250,25830,170000,360,1,Semiurban,0,17,7,3,N
LP001874,Male,No,0,Graduate,Yes,110000,0,83000,360,1,Urban,0,31,8,2,N
LP001875,Male,Yes,3+,Not Graduate,No,39920,0,,180,1,Urban,1,32,16,4,N
LP001876,Male,No,0,Graduate,No,34180,0,127000,360,1,Semiurban,1,38,4,4,N
LP001877,Female,No,0,Graduate,No,100000,0,214000,360,1,Semiurban,1,32,16,3,N
LP001878,Male,Yes,3+,Graduate,No,34300,12500,128000,360,0,Semiurban,0,24,12,4,N
LP001879,Male,Yes,0,Graduate,No,1500,18000,135000,360,1,Rural,0,32,5,6,N
LP001880,Male,Yes,2,Graduate,,50000,0,72000,360,0,Semiurban,1,33,13,4,N
LP001881,Male,Yes,0,Graduate,No,22210,0,60000,360,0,Urban,1,17,4,6,N
LP001882,Male,Yes,0,Graduate,No,32500,0,170000,360,1,Rural,1,15,18,4,N
LP001883,Male,Yes,,Not Graduate,Yes,47350,0,138000,360,1,Urban,0,36,12,4,N
LP001884,Male,Yes,0,Graduate,,57460,0,255000,360,,Urban,1,12,6,4,N
LP001885,Male,Yes,1,Not Graduate,No,25100,19830,140000,180,1,Urban,0,12,3,4,N
LP001886,Male,No,0,Graduate,Yes,60500,43330,120000,180,1,Urban,0,34,15,2,N
LP001887,Male,Yes,0,Not Graduate,No,16680,38900,201000,360,0,Semiurban,0,36,15,2,N
LP001888,Female,No,2,Graduate,No,34270,0,138000,360,1,Urban,0,21,3,2,N
LP001889,Male,No,0,Graduate,Yes,162500,0,192000,360,0,Urban,1,27,12,6,N
LP001890,Male,No,0,Not Graduate,No,60450,0,115000,360,0,Rural,1,44,4,4,N
LP001891,Male,Yes,3+,Graduate,No,52500,0,94000,360,1,Urban,1,20,9,3,N
LP001892,Male,Yes,0,Graduate,No,146830,21000,304000,360,1,Rural,0,21,5,6,N
LP001893,Male,Yes,3+,Not Graduate,No,49310,0,128000,360,,Semiurban,0,11,4,5,N
LP001894,Female,No,1,Graduate,No,34810,0,155000,36,1,Semiurban,0,30,16,6,N
LP001895,Female,No,0,Graduate,,34180,0,135000,360,1,Rural,1,11,18,4,N
LP001896,Male,No,1,Not Graduate,Yes,40530,24260,158000,360,0,Urban,1,12,9,4,N
LP001897,Male,Yes,0,Graduate,No,206670,0,,360,1,Rural,0,41,8,5,N
LP001898,Female,No,0,Graduate,Yes,26000,17170,99000,300,1,Semiurban,0,26,11,4,N
LP001899,Male,Yes,2,Graduate,No,44000,0,127000,360,0,Semiurban,1,33,11,5,N
LP001900,Female,No,,Graduate,No,54170,0,143000,480,0,Urban,1,28,11,5,N
LP001901,Female,No,0,Graduate,No,50000,25410,151000,480,1,Rural,1,27,17,3,N
LP001902,Male,Yes,1,Graduate,No,20140,29250,113000,360,1,Urban,0,23,3,4,N
LP001903,Male,Yes,0,Not Graduate,No,18000,29340,93000,360,0,Urban,0,45,9,6,N
LP001904,Male,No,0,Not Graduate,No,20000,0,,360,1,Urban,0,29,11,6,N
LP001905,Female,No,0,Graduate,No,24000,18630,104000,360,0,Urban,1,11,4,5,N
LP001906,Male,No,0,Graduate,No,202330,0,480000,360,1,Rural,1,10,15,5,N
LP001907,,Yes,0,Graduate,No,24730,18430,159000,360,1,Rural,0,37,11,4,N
LP001908,Male,Yes,1,Graduate,Yes,100000,0,155000,360,1,Rural,0,23,18,5,N
LP001909,Male,Yes,1,Graduate,Yes,86660,49830,376000,360,0,Rural,1,14,10,4,N
LP001910,Female,Yes,0,Graduate,No,43330,24510,110000,360,1,Urban,1,18,15,6,N
LP001911,Female,No,3+,Not Graduate,No,18300,0,,360,0,Urban,0,24,7,4,N
LP001912,Male,Yes,3+,Not Graduate,No,26470,15870,173000,360,1,Rural,1,10,6,3,N
LP001913,Female,No,0,Graduate,No,23780,0,46000,360,1,Rural,0,44,8,3,N
LP001914,Male,Yes,,Not Graduate,No,35230,32300,152000,360,0,Rural,0,11,13,2,N
LP001915,Male,No,0,Graduate,No,87500,41670,308000,360,1,Rural,1,41,8,4,N
LP001916,Female,Yes,0,Graduate,Yes,55000,0,105000,360,0,Rural,1,42,9,3,N
LP001917,Male,Yes,1,Graduate,No,38750,0,67000,360,1,Urban,0,18,4,3,N
LP001918,Male,Yes,0,Not Graduate,No,30000,16660,100000,480,0,Urban,0,14,11,4,N
LP001919,Female,No,1,Graduate,No,47230,0,81000,360,1,Semiurban,0,42,5,5,N
LP001920,Male,No,0,Not Graduate,No,62160,0,133000,360,1,Rural,1,13,12,4,N
LP001921,Male,No,0,Graduate,No,25000,0,96000,480,1,Semiurban,0,18,11,5,N
LP001922,Male,No,0,Graduate,No,51240,0,124000,,0,Rural,0,36,12,5,N
LP001923,Male,Yes,0,Graduate,No,197300,52660,570000,360,1,Rural,1,44,14,6,N
LP001924,Male,No,1,Graduate,No,30620,19870,111000,180,0,Urban,1,33,5,2,N
LP001925,Male,No,0,Graduate,No,30690,0,71000,480,1,Urban,0,24,4,5,N
LP001926,Male,Yes,2,Graduate,No,45660,0,100000,360,1,Urban,0,15,17,2,N
LP001927,Male,Yes,0,Not Graduate,No,30100,31360,,360,0,Urban,1,12,5,6,N
LP001928,Female,No,0,Graduate,No,31800,0,71000,360,0,Urban,1,20,16,5,N
LP001929,Female,No,0,Graduate,No,15000,18000,103000,360,0,Semiurban,1,18,14,5,N
LP001930,Male,Yes,2,Not Graduate,No,28890,0,45000,180,0,Urban,0,41,14,4,N
LP001931,Male,No,0,Not Graduate,No,27550,0,65000,300,1,Rural,1,37,17,5,N
LP001932,Female,No,0,Graduate,Yes,74410,0,194000,360,1,Rural,0,13,14,4,N
LP001933,Male,Yes,1,Graduate,No,83000,0,152000,300,0,Semiurban,0,12,16,6,N
LP001934,Male,Yes,3+,Graduate,No,810000,0,360000,360,0,Rural,1,45,17,5,N
LP001935,Female,No,1,Not Graduate,Yes,38670,0,62000,360,1,Semiurban,1,39,14,2,N
LP001936,Male,Yes,0,Not Graduate,No,60960,0,218000,360,0,Rural,0,25,9,6,N
LP001937,Female,Yes,0,Not Graduate,No,21490,32370,178000,360,0,Semiurban,0,25,15,4,N
LP001938,Female,No,1,Graduate,No,26000,0,160000,360,1,Urban,1,30,6,2,N
LP001939,Male,Yes,2,Graduate,Yes,16000,200000,239000,360,1,Urban,1,25,13,2,N
LP001940,Female,No,0,Not Graduate,No,27200,0,80000,,0,Urban,0,22,18,6,N
LP001941,Male,Yes,1,Graduate,No,72500,16670,110000,,0,Urban,1,24,6,2,N
LP001942,Female,No,1,Not Graduate,No,46060,0,81000,360,1,Rural,1,28,18,2,N
LP001943,Male,No,0,Graduate,No,65000,0,105000,360,0,Rural,0,45,8,5,N
LP001944,Male,No,0,Graduate,Yes,104160,0,187000,360,0,Urban,0,33,10,2,N
LP001945,Male,Yes,0,Graduate,,35390,13760,55000,360,1,Rural,1,21,12,4,N
LP001946,Male,Yes,2,Graduate,No,33400,17100,150000,360,0,Rural,0,18,14,4,N
LP001947,Male,No,1,Not Graduate,Yes,27690,15420,190000,360,,Semiurban,0,36,4,2,N
LP001948,Male,Yes,2,Not Graduate,No,23090,12550,125000,360,0,Rural,0,14,17,5,N
LP001949,Male,Yes,0,Graduate,No,39480,17330,149000,360,0,Rural,1,13,10,6,N
LP001950,Male,Yes,0,Graduate,No,37080,25690,173000,360,1,Urban,1,37,12,3,N
LP001951,Male,Yes,0,Graduate,No,83340,0,160000,360,1,Semiurban,0,34,17,6,N
LP001952,Male,No,0,Graduate,No,41660,0,98000,360,0,Semiurban,0,43,9,3,N
LP001953,Male,Yes,3+,Not Graduate,No,29470,16640,70000,180,0,Urban,1,37,6,2,N
LP001954,Male,Yes,0,Graduate,No,43330,24510,110000,360,1,Urban,0,18,13,3,N
LP001955,Male,Yes,1,Not Graduate,No,26530,15000,113000,180,0,Rural,0,29,6,2,N
LP001956,,Yes,2,Graduate,No,28730,18720,132000,360,0,Semiurban,0,45,15,2,N
LP001957,Male,Yes,2,Graduate,No,29470,16030,,360,1,Urban,0,17,5,6,N
LP001958,Male,No,2,Graduate,No,35470,0,80000,360,0,Rural,0,20,16,3,N
LP001959,Male,Yes,1,Graduate,No,183330,0,500000,360,1,Urban,1,44,18,4,N
LP001960,Male,No,0,Graduate,No,24350,0,75000,360,1,Urban,1,26,7,6,N
LP001961,Male,Yes,0,Graduate,No,35970,21570,119000,360,0,Rural,0,16,13,2,N
LP001962,Male,No,0,Graduate,No,62830,44160,209000,360,0,Rural,0,20,4,4,N
LP001963,Male,Yes,1,Not Graduate,No,40500,53020,138000,360,,Rural,1,19,7,5,N
LP001964,,No,0,Graduate,No,35830,0,96000,360,1,Urban,0,33,6,4,N
LP001965,Male,No,0,Not Graduate,No,35980,12870,100000,360,1,Rural,1,24,12,4,N
LP001966,Male,Yes,0,Graduate,No,21300,66660,70000,180,1,Semiurban,1,15,4,5,N
LP001967,Male,No,0,Graduate,No,58150,36660,311000,360,1,Rural,0,45,5,4,N
LP001968,Male,Yes,,Not Graduate,No,30740,18000,123000,360,0,Semiurban,1,31,11,3,N
LP001969,Male,No,0,Graduate,No,46830,19150,185000,360,1,Semiurban,0,33,6,5,N
LP001970,Female,No,0,Not Graduate,No,34000,0,95000,360,1,Rural,1,27,3,2,N
LP001971,Male,No,0,Graduate,No,46800,20870,,360,1,Semiurban,0,37,8,2,N
LP001972,Male,No,2,Graduate,No,35880,0,110000,360,0,Rural,1,29,6,2,N
LP001973,Male,No,1,Graduate,No,112500,0,196000,360,,Semiurban,0,31,14,6,N
LP001974,Male,Yes,0,Not Graduate,No,29170,5360,66000,360,1,Rural,1,40,3,3,N
LP001975,Female,No,0,Graduate,No,21380,0,99000,360,0,Semiurban,1,35,5,6,N
LP001976,Male,No,0,Not Graduate,No,33580,0,80000,36,1,Semiurban,0,28,16,3,N
LP001977,Female,No,0,Graduate,No,50000,0,103000,360,0,Semiurban,0,17,13,5,N
LP001978,Male,Yes,2,Graduate,Yes,66330,0,,360,0,Rural,0,20,16,2,N
LP001979,Male,Yes,0,Not Graduate,No,24540,23330,181000,360,0,Urban,1,31,14,6,N
LP001980,Male,Yes,0,Graduate,No,35930,42660,132000,180,0,Rural,0,29,11,5,N
LP001981,Male,Yes,2,Graduate,No,87990,0,258000,360,0,Urban,0,15,14,6,N
LP001982,Male,Yes,3+,Graduate,No,34000,25000,123000,360,0,Rural,1,26,6,3,N
LP001983,Female,No,0,Graduate,No,23780,0,9000,360,1,Urban,0,43,4,6,N
LP001984,Male,Yes,0,Graduate,No,31660,20640,104000,360,0,Urban,1,23,17,2,N
LP001985,Male,Yes,,Graduate,No,51160,14510,165000,360,0,Urban,0,31,6,5,N
LP001986,Male,Yes,2,Not Graduate,No,61250,16250,187000,480,1,Semiurban,1,40,6,5,N
LP001987,Male,Yes,3+,Graduate,No,64060,0,150000,360,1,Semiurban,0,40,7,5,N
LP001988,,Yes,0,Graduate,No,30870,22100,136000,360,0,Semiurban,0,10,16,4,N
LP001989,Male,No,0,Graduate,No,18360,338370,90000,360,1,Urban,0,20,9,5,N
LP001990,Male,Yes,1,Graduate,No,18800,0,61000,360,,Rural,0,25,7,5,N
LP001991,Male,Yes,1,Graduate,No,27870,19170,146000,360,0,Rural,0,24,9,6,N
LP001992,Male,Yes,1,Graduate,No,42830,30000,172000,84,1,Rural,0,24,5,4,N
LP001993,Male,Yes,2,Graduate,Yes,27260,0,106000,360,0,Semiurban,0,30,13,6,N
LP001994,Male,Yes,2,Graduate,Yes,60000,0,205000,240,1,Semiurban,1,13,12,6,N
LP001995,Male,Yes,2,Not Graduate,Yes,63830,10000,187000,360,1,Rural,1,34,10,3,N
LP001996,Male,No,,Graduate,No,29870,0,88000,360,0,Semiurban,1,43,15,2,N
LP001997,Female,No,3+,Graduate,,4160,416670,350000,180,,Urban,1,39,3,3,N
LP001998,Male,Yes,0,Not Graduate,No,24000,38000,,180,1,Urban,0,22,8,2,N
LP001999,Female,No,0,Graduate,Yes,45830,0,133000,360,0,Semiurban,0,30,4,2,N
LP002000,Male,Yes,1,Graduate,No,45830,15080,128000,360,1,Rural,0,33,6,4,N
LP002001,Male,Yes,3+,Graduate,No,30360,25040,158000,360,0,Semiurban,0,17,8,2,N
LP002002,Male,Yes,1,Graduate,No,128410,109680,349000,360,1,Semiurban,1,30,15,5,N
LP002003,Male,No,0,Graduate,No,18530,28400,114000,360,1,Rural,1,43,12,6,N
LP002004,Female,No,0,Graduate,No,35100,0,76000,360,0,Urban,1,20,7,5,N
LP002005,Male,Yes,0,Not Graduate,No,48870,0,133000,360,1,Rural,1,29,6,6,N
LP002006,Male,Yes,0,Not Graduate,No,76600,0,104000,360,0,Urban,1,23,15,2,N
LP002007,Male,Yes,0,Not Graduate,No,26000,19110,116000,360,0,Semiurban,0,32,13,6,N
LP002008,,Yes,2,Not Graduate,No,33650,19170,112000,360,0,Rural,0,13,6,6,N
LP002009,Male,Yes,1,Graduate,,37170,29250,151000,360,,Semiurban,0,12,13,6,N
LP002010,Male,No,0,Not Graduate,No,14420,0,35000,360,1,Urban,0,19,3,6,N
LP002011,Male,Yes,1,Graduate,,41660,33690,201000,360,,Urban,0,12,3,5,N
LP002012,Male,No,0,Graduate,No,31670,0,74000,360,1,Urban,1,37,10,5,N
LP002013,Male,No,1,Graduate,Yes,46920,0,106000,360,1,Rural,1,20,4,3,N
LP002014,Male,No,3+,Graduate,No,125000,30000,320000,360,1,Rural,0,34,13,4,N
LP002015,Male,Yes,0,Graduate,No,18280,13300,100000,,0,Urban,0,42,8,3,N
LP002016,Male,No,0,Graduate,No,36000,0,80000,360,1,Urban,0,18,10,2,N
LP002017,Female,Yes,0,Graduate,No,26450,34400,120000,360,0,Urban,0,40,14,5,N
LP002018,Female,No,0,Graduate,No,42300,0,112000,360,1,Semiurban,0,43,15,4,N
LP002019,Male,Yes,2,Graduate,No,46160,0,134000,360,1,Urban,0,19,15,6,N
LP002020,Female,Yes,1,Graduate,Yes,115000,0,286000,360,0,Urban,1,45,12,6,N
LP002021,Male,Yes,0,Graduate,No,33660,22000,135000,360,1,Rural,1,21,14,3,N
LP002022,Male,Yes,0,Not Graduate,Yes,26090,34490,165000,180,0,Rural,1,44,15,4,N
LP002023,Male,Yes,1,Graduate,No,49450,0,,360,0,Rural,0,18,10,2,N
LP002024,Female,No,0,Graduate,No,41660,0,116000,360,0,Semiurban,1,32,13,4,N
LP002025,Male,Yes,0,Graduate,No,57260,45950,258000,360,1,Semiurban,1,30,5,2,N
LP002026,Male,No,0,Not Graduate,No,32000,22540,126000,180,0,Urban,0,12,18,6,N
LP002027,Female,No,0,Graduate,No,43000,0,136000,360,0,Semiurban,1,12,11,3,N
LP002028,Male,Yes,3+,Not Graduate,No,47550,0,95000,,0,Semiurban,0,13,3,6,N
LP002029,Male,No,0,Graduate,No,37500,0,113000,480,1,Urban,1,28,4,3,N
LP002030,Male,No,0,Graduate,No,37500,47500,176000,360,1,Urban,0,31,5,5,N
LP002031,Male,Yes,1,Graduate,Yes,10000,30220,110000,360,1,Urban,0,21,17,2,N
LP002032,Male,Yes,3+,Graduate,No,31670,40000,180000,300,0,Semiurban,0,31,12,2,N
LP002033,Female,Yes,2,Graduate,No,13780,18810,167000,360,1,Urban,1,12,3,2,N
LP002034,Male,Yes,0,Graduate,No,60000,22500,265000,360,,Semiurban,0,10,16,6,N
LP002035,Male,No,0,Graduate,,67820,0,,360,,Urban,0,21,11,2,N
LP002036,Male,No,0,Not Graduate,,73330,0,120000,360,1,Rural,0,11,11,3,N
LP002037,Male,Yes,2,Graduate,No,38000,36000,216000,360,0,Urban,0,41,17,4,N
LP002038,Male,Yes,0,Not Graduate,No,35720,41140,152000,,0,Rural,0,33,10,2,N
LP002039,Male,Yes,0,Graduate,No,55680,21420,175000,360,1,Rural,0,35,11,4,N
LP002040,Male,Yes,1,Graduate,Yes,105130,38500,160000,180,0,Urban,1,14,16,5,N
LP002041,Male,Yes,0,Graduate,No,60800,25690,182000,360,,Rural,0,15,16,5,N
LP002042,Male,Yes,3+,Graduate,No,40000,77500,290000,360,1,Semiurban,0,28,7,6,N
LP002043,Female,Yes,0,Graduate,No,45830,0,84000,360,1,Rural,1,43,11,5,N
LP002044,Male,No,0,Graduate,No,149990,0,242000,360,0,Semiurban,0,43,15,5,N
LP002045,Male,Yes,2,Not Graduate,No,42000,14300,129000,360,1,Rural,1,23,13,6,N
LP002046,Male,Yes,2,Graduate,No,50420,20830,185000,360,1,Rural,1,44,9,4,N
LP002047,Female,No,0,Graduate,No,100000,16660,225000,360,1,Rural,1,25,14,6,N
LP002048,Male,No,0,Graduate,No,62770,0,118000,360,0,Rural,1,43,7,4,N
LP002049,Male,No,0,Graduate,No,91660,0,244000,360,1,Urban,1,39,11,3,N
LP002050,Male,Yes,2,Not Graduate,No,22810,0,113000,360,1,Rural,1,37,10,2,N
LP002051,Male,Yes,0,Graduate,No,79330,0,275000,360,1,Urban,0,41,3,5,N
LP002052,Male,Yes,1,Graduate,No,30890,12800,121000,360,0,Semiurban,1,36,11,6,N
LP002053,Female,Yes,0,Graduate,No,45830,0,112000,360,1,Rural,1,15,10,6,N
LP002054,Male,No,0,Graduate,No,22370,0,63000,480,0,Semiurban,0,33,14,5,N
LP002055,Male,Yes,3+,Not Graduate,No,35220,0,81000,180,1,Rural,0,45,16,2,N
LP002056,Male,Yes,0,Not Graduate,Yes,43440,7360,87000,360,1,Semiurban,1,27,3,5,N
LP002057,Male,Yes,3+,Graduate,No,55160,113000,495000,360,0,Semiurban,0,20,7,4,N
LP002058,Male,No,0,Not Graduate,No,23330,14510,102000,480,0,Urban,1,18,11,3,N
LP002059,Male,Yes,1,Graduate,No,64000,72500,180000,360,0,Urban,0,39,12,6,N
LP002060,Male,No,0,Graduate,No,19160,50630,67000,360,,Rural,0,12,15,4,N
LP002061,Male,Yes,1,Graduate,No,338460,0,260000,360,1,Semiurban,1,27,14,6,N
LP002062,Male,Yes,1,Graduate,Yes,21780,0,66000,300,0,Rural,1,41,7,6,N
LP002063,Male,No,0,Graduate,No,120000,0,164000,360,1,Semiurban,1,19,13,6,N
LP002064,Male,Yes,0,Not Graduate,No,60330,0,160000,360,1,Urban,1,21,5,2,N
LP002065,Male,Yes,1,Graduate,No,31250,25830,170000,360,1,Semiurban,0,17,7,3,N
LP002066,Male,No,0,Graduate,Yes,110000,0,83000,360,1,Urban,0,31,8,2,N
LP002067,Male,Yes,3+,Not Graduate,No,39920,0,,180,1,Urban,1,32,16,4,N
LP002068,Male,No,0,Graduate,No,34180,0,127000,360,1,Semiurban,1,38,4,4,N
LP002069,Female,No,0,Graduate,No,100000,0,214000,360,1,Semiurban,1,32,16,3,N
LP002070,Male,Yes,3+,Graduate,No,34300,12500,128000,360,0,Semiurban,0,24,12,4,N
LP002071,Male,Yes,0,Graduate,No,1500,18000,135000,360,1,Rural,0,32,5,6,N
LP002072,Male,Yes,2,Graduate,,50000,0,72000,360,0,Semiurban,1,33,13,4,N
LP002073,Male,Yes,0,Graduate,No,22210,0,60000,360,0,Urban,1,17,4,6,N
LP002074,Male,Yes,0,Graduate,No,32500,0,170000,360,1,Rural,1,15,18,4,N
LP002075,Male,Yes,,Not Graduate,Yes,47350,0,138000,360,1,Urban,0,36,12,4,N
LP002076,Male,Yes,0,Graduate,,57460,0,255000,360,,Urban,1,12,6,4,N
LP002077,Male,Yes,1,Not Graduate,No,25100,19830,140000,180,1,Urban,0,12,3,4,N
LP002078,Male,No,0,Graduate,Yes,60500,43330,120000,180,1,Urban,0,34,15,2,N
LP002079,Male,Yes,0,Not Graduate,No,16680,38900,201000,360,0,Semiurban,0,36,15,2,N
LP002080,Female,No,2,Graduate,No,34270,0,138000,360,1,Urban,0,21,3,2,N
LP002081,Male,No,0,Graduate,Yes,162500,0,192000,360,0,Urban,1,27,12,6,N
LP002082,Male,No,0,Not Graduate,No,60450,0,115000,360,0,Rural,1,44,4,4,N
LP002083,Male,Yes,3+,Graduate,No,52500,0,94000,360,1,Urban,1,20,9,3,N
LP002084,Male,Yes,0,Graduate,No,146830,21000,304000,360,1,Rural,0,21,5,6,N
LP002085,Male,Yes,3+,Not Graduate,No,49310,0,128000,360,,Semiurban,0,11,4,5,N
LP002086,Female,No,1,Graduate,No,34810,0,155000,36,1,Semiurban,0,30,16,6,N
LP002087,Female,No,0,Graduate,,34180,0,135000,360,1,Rural,1,11,18,4,N
LP002088,Male,No,1,Not Graduate,Yes,40530,24260,158000,360,0,Urban,1,12,9,4,N
LP002089,Male,Yes,0,Graduate,No,206670,0,,360,1,Rural,0,41,8,5,N
LP002090,Female,No,0,Graduate,Yes,26000,17170,99000,300,1,Semiurban,0,26,11,4,N
LP002091,Male,Yes,2,Graduate,No,44000,0,127000,360,0,Semiurban,1,33,11,5,N
LP002092,Female,No,,Graduate,No,54170,0,143000,480,0,Urban,1,28,11,5,N
LP002093,Female,No,0,Graduate,No,50000,25410,151000,480,1,Rural,1,27,17,3,N
LP002094,Male,Yes,1,Graduate,No,20140,29250,113000,360,1,Urban,0,23,3,4,N
LP002095,Male,Yes,0,Not Graduate,No,18000,29340,93000,360,0,Urban,0,45,9,6,N
LP002096,Male,No,0,Not Graduate,No,20000,0,,360,1,Urban,0,29,11,6,N
LP002097,Female,No,0,Graduate,No,24000,18630,104000,360,0,Urban,1,11,4,5,N
LP002098,Male,No,0,Graduate,No,202330,0,480000,360,1,Rural,1,10,15,5,N
LP002099,,Yes,0,Graduate,No,24730,18430,159000,360,1,Rural,0,37,11,4,N
LP002100,Male,Yes,1,Graduate,Yes,100000,0,155000,360,1,Rural,0,23,18,5,N
LP002101,Male,Yes,1,Graduate,Yes,86660,49830,376000,360,0,Rural,1,14,10,4,N
LP002102,Female,Yes,0,Graduate,No,43330,24510,110000,360,1,Urban,1,18,15,6,N
LP002103,Female,No,3+,Not Graduate,No,18300,0,,360,0,Urban,0,24,7,4,N
LP002104,Male,Yes,3+,Not Graduate,No,26470,15870,173000,360,1,Rural,1,10,6,3,N
LP002105,Female,No,0,Graduate,No,23780,0,46000,360,1,Rural,0,44,8,3,N
LP002106,Male,Yes,,Not Graduate,No,35230,32300,152000,360,0,Rural,0,11,13,2,N
LP002107,Male,No,0,Graduate,No,87500,41670,308000,360,1,Rural,1,41,8,4,N
LP002108,Female,Yes,0,Graduate,Yes,55000,0,105000,360,0,Rural,1,42,9,3,N
LP002109,Male,Yes,1,Graduate,No,38750,0,67000,360,1,Urban,0,18,4,3,N
LP002110,Male,Yes,0,Not Graduate,No,30000,16660,100000,480,0,Urban,0,14,11,4,N
LP002111,Female,No,1,Graduate,No,47230,0,81000,360,1,Semiurban,0,42,5,5,N
LP002112,Male,No,0,Not Graduate,No,62160,0,133000,360,1,Rural,1,13,12,4,N
LP002113,Male,No,0,Graduate,No,25000,0,96000,480,1,Semiurban,0,18,11,5,N
LP002114,Male,No,0,Graduate,No,51240,0,124000,,0,Rural,0,36,12,5,N
LP002115,Male,Yes,0,Graduate,No,197300,52660,570000,360,1,Rural,1,44,14,6,N
LP002116,Male,No,1,Graduate,No,30620,19870,111000,180,0,Urban,1,33,5,2,N
LP002117,Male,No,0,Graduate,No,30690,0,71000,480,1,Urban,0,24,4,5,N
LP002118,Male,Yes,2,Graduate,No,45660,0,100000,360,1,Urban,0,15,17,2,N
LP002119,Male,Yes,0,Not Graduate,No,30100,31360,,360,0,Urban,1,12,5,6,N
LP002120,Female,No,0,Graduate,No,31800,0,71000,360,0,Urban,1,20,16,5,N
LP002121,Female,No,0,Graduate,No,15000,18000,103000,360,0,Semiurban,1,18,14,5,N
LP002122,Male,Yes,2,Not Graduate,No,28890,0,45000,180,0,Urban,0,41,14,4,N
LP002123,Male,No,0,Not Graduate,No,27550,0,65000,300,1,Rural,1,37,17,5,N
LP002124,Female,No,0,Graduate,Yes,74410,0,194000,360,1,Rural,0,13,14,4,N
LP002125,Male,Yes,1,Graduate,No,83000,0,152000,300,0,Semiurban,0,12,16,6,N
LP002126,Male,Yes,3+,Graduate,No,810000,0,360000,360,0,Rural,1,45,17,5,N
LP002127,Female,No,1,Not Graduate,Yes,38670,0,62000,360,1,Semiurban,1,39,14,2,N
LP002128,Male,Yes,0,Not Graduate,No,60960,0,218000,360,0,Rural,0,25,9,6,N
LP002129,Female,Yes,0,Not Graduate,No,21490,32370,178000,360,0,Semiurban,0,25,15,4,N
LP002130,Female,No,1,Graduate,No,26000,0,160000,360,1,Urban,1,30,6,2,N
LP002131,Male,Yes,2,Graduate,Yes,16000,200000,239000,360,1,Urban,1,25,13,2,N
LP002132,Female,No,0,Not Graduate,No,27200,0,80000,,0,Urban,0,22,18,6,N
LP002133,Male,Yes,1,Graduate,No,72500,16670,110000,,0,Urban,1,24,6,2,N
LP002134,Female,No,1,Not Graduate,No,46060,0,81000,360,1,Rural,1,28,18,2,N
LP002135,Male,No,0,Graduate,No,65000,0,105000,360,0,Rural,0,45,8,5,N
LP002136,Male,No,0,Graduate,Yes,104160,0,187000,360,0,Urban,0,33,10,2,N
LP002137,Male,Yes,0,Graduate,,35390,13760,55000,360,1,Rural,1,21,12,4,N
LP002138,Male,Yes,2,Graduate,No,33400,17100,150000,360,0,Rural,0,18,14,4,N
LP002139,Male,No,1,Not Graduate,Yes,27690,15420,190000,360,,Semiurban,0,36,4,2,N
LP002140,Male,Yes,2,Not Graduate,No,23090,12550,125000,360,0,Rural,0,14,17,5,N
LP002141,Male,Yes,0,Graduate,No,39480,17330,149000,360,0,Rural,1,13,10,6,N
LP002142,Male,Yes,0,Graduate,No,37080,25690,173000,360,1,Urban,1,37,12,3,N
LP002143,Male,Yes,0,Graduate,No,83340,0,160000,360,1,Semiurban,0,34,17,6,N
LP002144,Male,No,0,Graduate,No,41660,0,98000,360,0,Semiurban,0,43,9,3,N
LP002145,Male,Yes,3+,Not Graduate,No,29470,16640,70000,180,0,Urban,1,37,6,2,N
LP002146,Male,Yes,0,Graduate,No,43330,24510,110000,360,1,Urban,0,18,13,3,N
